,char,dialog,movie,birth,death,gender,race
1589,SAM,It's no more than you deserve!,The Two Towers ,,,Other,Hobbits
1590,FRODO,"Maybe he does deserve to die.But now that I see him, I do pity him.",The Two Towers ,,,Other,Hobbits
1591,GOLLUM,We be nice to themif they be nice to us.Take it off us.We swears to do what you wants................We swears.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1592,SAM,"Mr Frodo ? , Frodo! Frodo! , I thought I'd lost you",The Fellowship of the Ring ,,,Other,Hobbits
1593,FRODO,What are you talking about ?,The Fellowship of the Ring ,,,Other,Hobbits
1594,SAM,It's just something Gandalf said.,The Fellowship of the Ring ,,,Other,Hobbits
1595,FRODO,What did he say?,The Fellowship of the Ring ,,,Other,Hobbits
1596,GANDALF,The Fellowship awaits the Ringbearer.,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1597,FRODO,"Mordor, Gandalf, is it left or right ?",The Fellowship of the Ring ,,,Other,Hobbits
1598,GANDALF,Left.,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1599,GANDALF,"We must hold this course west of the Misty Mountains for forty days. If our luck holds the Gap of Rohan will still be open to us. , and there are road turns east to Mordor.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1600,BOROMIR,"Good, very good.",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1601,ARAGORN,Move your feet,The Fellowship of the Ring ,,,Other,Men
1602,MERRY,You look good Pippin,The Fellowship of the Ring ,,,Other,Hobbits
1603,PIPPIN,Thanks,The Fellowship of the Ring ,,,Other,Hobbits
1604,GIMLI,"If anyone was to ask for my opinion, which I note that they're not, I'd say that we were taking the long way round. Gandalf, we could pass through the Mines of Moria. My cousin Balin would give us a royal welcome.",The Fellowship of the Ring ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1605,GANDALF,"No Gimli, I would not take the road through Moria unless I had no other choice.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1606,PIPPIN,ARGH!,The Fellowship of the Ring ,,,Other,Hobbits
1607,BOROMIR,Sorry!,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1608,MERRY,Get him!,The Fellowship of the Ring ,,,Other,Hobbits
1609,PIPPIN,"For the Shire. Hold him, hold him down Merry!",The Fellowship of the Ring ,,,Other,Hobbits
1610,ARAGORN,"Gentlemen, that's enough!",The Fellowship of the Ring ,,,Other,Men
1611,ARAGORN,"The same blood flows in my veins , The same weakness",The Fellowship of the Ring ,,,Other,Men
1612,ARWEN,"Your time will come. You will face the same evil and you will defeat it A si i-Dh'ath '-orthor, Aragorn. ' or le a ' or nin.",The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1613,ARWEN,"Renech i lu i erui govannen? (,)",The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1614,ARAGORN,Nauthannem i ned ol reniannen.,The Fellowship of the Ring ,,,Other,Men
1615,ARWEN,"Gwenwin in enninath...U-arnech in naeth i si celich. (,) Renech i beth i pennen?",The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1616,ARAGORN,"You said you would bind yourself to me,foresaking the immortal life of your people",The Fellowship of the Ring ,,,Other,Men
1617,ARWEN,and to that I hold. I would rather share one lifetime with you than face all the ages of this world alone,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1618,ARWEN,I choose a mortal life,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1619,ARAGORN,You cannot give me this,The Fellowship of the Ring ,,,Other,Men
1620,ARWEN,It is mine to give to whom I will. Like my heart,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1621,ELROND,"Strangers from distant lands, friends of old. You have been summoned here to answer the threat of Mordor. Middle Earth stands upon the brink of destruction. None can escape it. You will unite or you will fall. Each race is bound to this fate, this one doom., Bring forth the Ring, Frodo",The Fellowship of the Ring ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
1622,BOROMIR,So it's true,The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1623,BOROMIR,"In a dream , I saw the Eastern sky grow dark ,In the West a pale light lingered A voice was crying, your doom is near at hand , Isildur's bane is found , Isildur's Bane",The Fellowship of the Ring ,TA 2978,"February 26 ,3019",Male,Men
1624,ARAGORN,We are no spies.We track a party of Uruk-haiwestward across the plain.They have taken two of our friendscaptive.,The Two Towers ,,,Other,Men
1625,EOMER,The Uruks are destroyed.We slaughtered them during the night.,The Two Towers ,TA 2990,FO 63,Male,Men
1626,GIMLI,But there were two Hobbits.Did you see two Hobbits with them?,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1627,ARAGORN,They would be small.Only children to your eyes.,The Two Towers ,,,Other,Men
1628,EOMER,We left none alive.We piled the carcasses and burned them.,The Two Towers ,TA 2990,FO 63,Male,Men
1629,GIMLI,Dead?,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1630,EOMER,I am sorry.,The Two Towers ,TA 2990,FO 63,Male,Men
1631,EOMER,"Hasufel! Arod! ,May these horses bear you to betterfortune than their former masters.,Farewell.",The Two Towers ,TA 2990,FO 63,Male,Men
1632,EOMER,Look for your friends.But do not trust to hope.It has forsaken these lands. We ride north!,The Two Towers ,TA 2990,FO 63,Male,Men
1633,GIMLI,It's one of their wee belts.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1634,LEGOLAS,Hiro hyn h'dh' ab 'wanath...,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1635,ARAGORN,Aaaaagh!,The Two Towers ,,,Other,Men
1636,GRIMA,I understand. His passing is hard to accept. Especially now that your brother has deserted you.,The Two Towers ,,,Other,Men
1637,EOWYN,"Leave me alone, snake!",The Two Towers ,TA 2995,FO,Female,Men
1638,GRIMA,"Oh, but you are alone. Who knows what you've spoken to the darkness ,......in the bitter watches of the night......when all your life seems to shrink. The walls of your bower closing in about you. A hutch to trammel some wild thing in. ,So fair. So cold. Like a morning of pale spring......still clinging to winter's chill.",The Two Towers ,,,Other,Men
1639,EOWYN,Your words are poison.,The Two Towers ,TA 2995,FO,Female,Men
1640,GIMLI,You'll find more cheer in a graveyard.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1641,HAMA,"I cannot allow you before Theoden King so armed, Gandalf Greyhame. By order of Grima Wormtongue.",The Two Towers ,,,Other,Men
1642,HAMA,Your staff,The Two Towers ,,,Other,Men
1643,GANDALF,"Hmmm ,You would not part an old man from his walking stick.",The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1644,GRIMA,"My lord, Gandalf the Grey is coming. He's a herald of woe.",The Two Towers ,,,Other,Men
1645,GANDALF,The courtesy of your hall is somewhat lessened of late......Theoden King.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1646,GRIMA,He's not welcome.,The Two Towers ,,,Other,Men
1647,THEODEN,Why should I welcome you......Gandalf Stormcrow?,The Two Towers ,,,Other,Men
1648,GRIMA,"A just question, my liege. ,Late is the hour......in which this conjurer chooses to appear., Lathspell I name him.Ill news is an ill guest.",The Two Towers ,,,Other,Men
1649,GANDALF,Be silent. Keep your forked tongue behind your teeth. I have not passed through fire and death......to bandy crooked words with a witless worm.,The Two Towers ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1650,GRIMA,His staff. I told you to take the wizard's staff.,The Two Towers ,,,Other,Men
1651,THEODEN,"Grima.Grima.,Grima.",The Two Towers ,,,Other,Men
1652,EOMER,Orcs are roaming freelyacross our lands.Unchecked. Unchallenged.Killing at will.Orcs bearing the White Hand of Saruman,The Two Towers ,TA 2990,FO 63,Male,Men
1653,GRIMA,Why do you lay these troubleson an already troubled mind?Can you not see?Your uncle is weariedby your malcontent......your warmongering.,The Two Towers ,,,Other,Men
1654,EOMER,"Warmongering?,How long is it sinceSaruman bought you?What was the promised price, Grima?When all the Men are deadyou will take your share of the treasure?",The Two Towers ,TA 2990,FO 63,Male,Men
1655,EOMER,Too long have you watched my sister.Too long have you haunted her steps.,The Two Towers ,TA 2990,FO 63,Male,Men
1656,GRIMA,"You see much, Eomer, son of Eomund.",The Two Towers ,,,Other,Men
1657,GRIMA,Too much.You are banished forthwithfrom the kingdom of Rohan......and all its domainsunder pain of death.,The Two Towers ,,,Other,Men
1658,EOMER,You have no authority here.Your orders mean nothing.,The Two Towers ,TA 2990,FO 63,Male,Men
1659,GRIMA,This order does not come from me.It comes from the king.He signed it this morning.,The Two Towers ,,,Other,Men
1660,GOLLUM,"Dead?No, you cannot kill them. No.",The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1661,GOLLUM,Wraiths!Wraiths on wings!They are calling for it.They are calling for the precious.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1662,SAM,Mr. Frodo! It's all right.I'm here.,The Two Towers ,,,Other,Hobbits
1663,GOLLUM,"Hurry, Hobbits.The Black Gate is very close.",The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
1664,GIMLI,Orc blood.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1665,ARAGORN,These are strange tracks.,The Two Towers ,,,Other,Men
1666,GIMLI,The air is so close in here.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1667,LEGOLAS,This forest is old.Very old.Full of memory......and anger.,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1668,LEGOLAS,The trees are speaking to each other.,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1669,ARAGORN,Gimli!Lower your axe.,The Two Towers ,,,Other,Men
1670,GIMLI,oh!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1671,LEGOLAS,"They have feelings, my friend.The Elves began it.Waking up the treesteaching them to speak.",The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1672,GIMLI,Talking trees.What do trees have to talk about?Except the consistencyof squirrel droppings.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
1673,LEGOLAS,"Aragorn, nad no ennas",The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
1674,GANDALF,"This will be the end of Gondor as we know it. Here the hammer stroke will fall hardest. , If the river is taken, if the garrison at Osgiliath falls, the last defence of this city will be gone.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1675,PIPPIN,But we have the white wizard. That's got to count for something.,The Return of the King ,,,Other,Hobbits
1676,PIPPIN,Gandalf?,The Return of the King ,,,Other,Hobbits
1677,GANDALF,"Sauron has yet to show his deadliest servant. , The one who will lead Mordor's army in war. , The one they say no living man can kill. , The Witch King of Angmar. You've met him before. , He stabbed Frodo on Weathertop. , He is the lord of the Nazg'l. The greatest of the nine.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1678,GOLLUM,The Dead City! Very nasty place full of enemies.,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1679,GOLLUM,"Quick, quick! They will see, they will see!",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1680,GOLLUM,"Come away, come away. Look we have found it. The way into Mordor.",The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1681,GOLLUM,The secret stair. Climb.,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1682,SAM,No! Mr Frodo,The Return of the King ,,,Other,Hobbits
1683,GOLLUM,Not that way!,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1684,GOLLUM,Whats it doing?,The Return of the King ,TA 2430,"March 25 ,3019",Male,Hobbits
1685,SAM,No!,The Return of the King ,,,Other,Hobbits
1686,FRODO,They're calling me.,The Return of the King ,,,Other,Hobbits
1687,FRODO,"Put it out you fools! , Put it out!",The Fellowship of the Ring ,,,Other,Hobbits
1688,PIPPIN,Well that's nice! That's nice! Ash on my tomatoes!,The Fellowship of the Ring ,,,Other,Hobbits
1689,FRODO,Go!,The Fellowship of the Ring ,,,Other,Hobbits
1690,SAM,Backl you Devils!,The Fellowship of the Ring ,,,Other,Hobbits
1691,SAM,Frodo!,The Fellowship of the Ring ,,,Other,Hobbits
1692,FRODO,Oh Sam!,The Fellowship of the Ring ,,,Other,Hobbits
1693,SAM,Strider! Help him Strider!,The Fellowship of the Ring ,,,Other,Hobbits
1694,ARAGORN,"He's been stabbed by a Morgul blade. , This is beyond my skill to heal. He needs elvish medicine",The Fellowship of the Ring ,,,Other,Men
1695,ARAGORN,Hurry!,The Fellowship of the Ring ,,,Other,Men
1696,SAM,It's six days from Rivendell! He'll never make it!,The Fellowship of the Ring ,,,Other,Hobbits
1697,ARAGORN,Frodo Frodo,The Fellowship of the Ring ,,,Other,Men
1698,FRODO,GANDALF!,The Fellowship of the Ring ,,,Other,Hobbits
1699,SAM,Athelas ?,The Fellowship of the Ring ,,,Other,Hobbits
1700,ARAGORN,Kingsfoil,The Fellowship of the Ring ,,,Other,Men
1701,SAM,"Kingsfoil, aye, its a weed!",The Fellowship of the Ring ,,,Other,Hobbits
1702,ARAGORN,It may help to slow the poison. Hurry!,The Fellowship of the Ring ,,,Other,Men
1703,ARWEN,What's this ? a Ranger caught off his guard ?,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1704,ARWEN,Frodo Im Arwen. Telin le thaed. Lasto beth nin. Tolo dan na galad,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1705,MERRY,Who is she?,The Fellowship of the Ring ,,,Other,Hobbits
1706,ARWEN,Frodo,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1707,SAM,She's an elf!,The Fellowship of the Ring ,,,Other,Hobbits
1708,ARWEN,He's fading,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1709,ARWEN,He's not going to last. We must get him to my father.,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1710,ARWEN,"I've been looking for you for two days. , There are five wraiths behind you, where the other four are I do not know",The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1711,ARAGORN,Dartho guin perian. Rych le ad tolthathon.,The Fellowship of the Ring ,,,Other,Men
1712,ARWEN,Hon mabathon. Rochon ellint im.,The Fellowship of the Ring ,TA 241,FO 121,Female,Elves
1713,ARAGORN,Andelu i ven.,The Fellowship of the Ring ,,,Other,Men
1714,GALADRIEL,I amar prestar aen Han mathon ne nen Han mathon ne chae A han noston ned gwilith Much that once was is lost. For none now live who remember it.,The Fellowship of the Ring ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
1715,GALADRIEL,It began with the forging of the Great Rings.,The Fellowship of the Ring ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
1716,GALADRIEL,"Three were given to the elves. ,Immortal, wisest and fairest of all beings. , Seven to the dwarf lords, great miners and craftsmen of the mountain halls. ,And nine, nine rings were gifted to the race of men. , Who above all else, desire power.",The Fellowship of the Ring ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
1717,THEODEN,Tonight we remember those who gave their blood to defend this country.,The Return of the King ,,,Other,Men
1718,THEODEN,Hail the victorious dead,The Return of the King ,,,Other,Men
1719,PEOPLE,Hail!,The Return of the King ,,,Other,Men
1720,EOMER,"No pauses, , no spills.",The Return of the King ,TA 2990,FO 63,Male,Men
1721,FRODO,Better than it was,The Fellowship of the Ring ,,,Other,Hobbits
1722,GANDALF,"and the Ring ? , You feel its power growing don't you. I've felt it too. You must be careful now. Evil will be drawn to you from outside the Fellowship and I fear from within.",The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1723,FRODO,Who then do I trust ?,The Fellowship of the Ring ,,,Other,Hobbits
1724,GANDALF,You must trust to yourself. Trust your own strength.,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
1725,FRODO,What do you mean ?,The Fellowship of the Ring ,,,Other,Hobbits
1726,GANDALF,There are many powers in this world for good or for evil. Some are greater than I am and against some I have not yet been tested,The Fellowship of the Ring ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
